trial_index,subtask,session,loop,trial_id_global,category,sentence,sentence_frame,foil_sentence,foil_sentence_frame,foil_type,chunk_frequency_type,gj_grammatical,gj_error_type,held_out_probe_type,held_out_probe_instance,distractor_words,all_words,previous_encounters,trial_type
14,comprehension,3,1,430,target,Ab OBJ.N5 Ab SBJ.N2 HIDE-TR,OBJ-SBJ-V.TR,Aa OBJ.N5 Ab SBJ.N2 REVEAL-TR,OBJ-SBJ-V.TR,wrong_verb_wrong_adjective,,,,,,,,,comprehension
15,comprehension,3,1,431,target,Ab SBJ.N2 GO-INTR,SBJ-V.INTR,Aa SBJ.N2 GO-INTR,SBJ-V.INTR,wrong_adjective,,,,,,,,,comprehension
16,comprehension,3,1,432,target,SBJ.N5 REVEAL-INTR Ab LOC.N4,SBJ-V.INTR-LOC,Aa SBJ.N4 REVEAL-INTR LOC.N5,SBJ-V.INTR-LOC,wrong_adjective_swapped_roles,,,,,,,,,comprehension
17,comprehension,3,1,433,target,OBJ.N5 SBJ.N2 PUSH-TR,OBJ-SBJ-V.TR,OBJ.N2 SBJ.N5 HIDE-TR,OBJ-SBJ-V.TR,swapped_roles_wrong_verb,,,,,,,,,comprehension
18,comprehension,3,1,434,target,Ab OBJ.N5 SBJ.N1 REVEAL-TR Ab LOC.N2,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR LOC.N1,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,comprehension
19,comprehension,3,1,435,target,SBJ.N1 HIDE-INTR,SBJ-V.INTR,SBJ.N1 GO-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,comprehension
20,comprehension,3,1,436,target,Ab OBJ.N5 Ab SBJ.N1 HIDE-TR,OBJ-SBJ-V.TR,Ab OBJ.N5 Aa SBJ.N1 PUSH-TR,OBJ-SBJ-V.TR,wrong_verb_wrong_adjective,,,,,,,,,comprehension
21,comprehension,3,1,437,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N2,OBJ-SBJ-V.TR-LOC,Ab OBJ.N1 SBJ.N5 REVEAL-TR Aa LOC.N2,OBJ-SBJ-V.TR-LOC,wrong_adjective_swapped_roles,,,,,,,,,comprehension
22,comprehension,3,1,438,target,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,OBJ-SBJ-V.TR,Aa OBJ.N5 Ab SBJ.N4 PUSH-TR,OBJ-SBJ-V.TR,wrong_adjective,,,,,,,,,comprehension
23,comprehension,3,1,439,target,OBJ.N5 Ab SBJ.N3 REVEAL-TR Ab LOC.N1,OBJ-SBJ-V.TR-LOC,Ab OBJ.N1 Ab SBJ.N3 PUSH-TR LOC.N5,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,comprehension
24,comprehension,3,1,440,target,Ab SBJ.N3 JUMP-INTR,SBJ-V.INTR,Aa SBJ.N3 REVEAL-INTR,SBJ-V.INTR,wrong_verb_wrong_adjective,,,,,,,,,comprehension
25,comprehension,3,1,441,target,OBJ.N5 SBJ.N4 PUSH-TR LOC.N2,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N2 PUSH-TR LOC.N4,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,comprehension
26,comprehension,3,1,442,target,Ab OBJ.N5 SBJ.N3 HIDE-TR,OBJ-SBJ-V.TR,Ab OBJ.N5 SBJ.N3 REVEAL-TR,OBJ-SBJ-V.TR,wrong_verb,,,,,,,,,comprehension
27,comprehension,3,1,443,target,SBJ.N1 GO-INTR,SBJ-V.INTR,SBJ.N1 REVEAL-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,comprehension
28,comprehension,3,1,444,target,SBJ.N5 HIDE-INTR,SBJ-V.INTR,SBJ.N5 GO-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,comprehension
29,comprehension,3,1,445,target,Ab OBJ.N5 SBJ.N4 REVEAL-TR,OBJ-SBJ-V.TR,OBJ.N4 Aa SBJ.N5 REVEAL-TR,OBJ-SBJ-V.TR,wrong_adjective_swapped_roles,,,,,,,,,comprehension
30,comprehension,3,1,446,target,Ab OBJ.N5 Ab SBJ.N3 PUSH-TR LOC.N2,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Aa SBJ.N3 PUSH-TR LOC.N2,OBJ-SBJ-V.TR-LOC,wrong_adjective,,,,,,,,,comprehension
31,comprehension,3,1,447,target,Ab OBJ.N5 SBJ.N2 HIDE-TR,OBJ-SBJ-V.TR,OBJ.N2 Ab SBJ.N5 PUSH-TR,OBJ-SBJ-V.TR,swapped_roles_wrong_verb,,,,,,,,,comprehension
32,comprehension,3,1,448,target,SBJ.N3 JUMP-INTR,SBJ-V.INTR,SBJ.N3 GO-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,comprehension
33,comprehension,3,1,449,target,SBJ.N1 GO-INTR,SBJ-V.INTR,SBJ.N1 JUMP-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,comprehension
34,comprehension,3,1,450,target,Aa SBJ.N5 GO-INTR LOC.N4,SBJ-V.INTR-LOC,SBJ.N4 GO-INTR Aa LOC.N5,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,comprehension
35,comprehension,3,1,451,target,SBJ.N3 JUMP-INTR Aa LOC.N1,SBJ-V.INTR-LOC,SBJ.N3 HIDE-INTR Ab LOC.N1,SBJ-V.INTR-LOC,wrong_verb_wrong_adjective,,,,,,,,,comprehension
36,comprehension,3,1,452,target,SBJ.N1 HIDE-INTR Ab LOC.N3,SBJ-V.INTR-LOC,Aa SBJ.N3 HIDE-INTR LOC.N1,SBJ-V.INTR-LOC,wrong_adjective_swapped_roles,,,,,,,,,comprehension
37,comprehension,3,1,453,target,Ab SBJ.N5 JUMP-INTR LOC.N1,SBJ-V.INTR-LOC,Aa SBJ.N5 JUMP-INTR LOC.N1,SBJ-V.INTR-LOC,wrong_adjective,,,,,,,,,comprehension
38,comprehension,3,1,454,target,Aa SBJ.N5 GO-INTR Aa LOC.N2,SBJ-V.INTR-LOC,Aa SBJ.N2 HIDE-INTR Aa LOC.N5,SBJ-V.INTR-LOC,swapped_roles_wrong_verb,,,,,,,,,comprehension
39,comprehension,3,1,455,target,SBJ.N1 HIDE-INTR Ab LOC.N4,SBJ-V.INTR-LOC,Ab SBJ.N4 HIDE-INTR LOC.N1,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,comprehension
40,comprehension,3,1,456,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N3,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 PUSH-TR Aa LOC.N3,OBJ-SBJ-V.TR-LOC,wrong_verb_wrong_adjective,,,,,,,,,comprehension
41,comprehension,3,1,457,target,Ab OBJ.N5 Ab SBJ.N3 HIDE-TR Ab LOC.N4,OBJ-SBJ-V.TR-LOC,Ab OBJ.N4 Aa SBJ.N3 HIDE-TR Ab LOC.N5,OBJ-SBJ-V.TR-LOC,wrong_adjective_swapped_roles,,,,,,,,,comprehension
42,comprehension,3,1,458,target,Ab OBJ.N5 SBJ.N4 HIDE-TR,OBJ-SBJ-V.TR,Aa OBJ.N5 SBJ.N4 HIDE-TR,OBJ-SBJ-V.TR,wrong_adjective,,,,,,,,,comprehension
1,production,3,1,459,target,Ab OBJ.N5 Ab SBJ.N2 REVEAL-TR LOC.N1,OBJ-SBJ-V.TR-LOC,,,,,,,,,JUMP|Aa|HIDE|N4,HIDE|Aa|N1|Ab|N2|N4|REVEAL|N5|JUMP|Ab,,production
2,production,3,1,460,target,Ab SBJ.N2 REVEAL-INTR Ab LOC.N5,SBJ-V.INTR-LOC,,,,,,,,,N3|HIDE|N4|PUSH,Ab|PUSH|N5|HIDE|REVEAL|Ab|N3|N2|N4,,production
3,production,3,1,461,target,Ab SBJ.N5 REVEAL-INTR LOC.N2,SBJ-V.INTR-LOC,,,,,,,,,GO|PUSH|Aa|N4,PUSH|REVEAL|Aa|N2|GO|N5|Ab|N4,,production
4,production,3,1,462,target,OBJ.N5 Ab SBJ.N3 HIDE-TR LOC.N4,OBJ-SBJ-V.TR-LOC,,,,,,,,,REVEAL|PUSH|N2|GO,N2|N3|Ab|GO|HIDE|REVEAL|N4|N5|PUSH,,production
5,production,3,1,463,target,OBJ.N5 Ab SBJ.N3 PUSH-TR Ab LOC.N4,OBJ-SBJ-V.TR-LOC,,,,,,,,,JUMP|HIDE|N1|N2,HIDE|Ab|JUMP|N2|N3|PUSH|N5|N1|N4|Ab,,production
6,production,3,1,464,target,Ab SBJ.N5 REVEAL-INTR Ab LOC.N2,SBJ-V.INTR-LOC,,,,,,,,,HIDE|N3|JUMP|N1,Ab|JUMP|HIDE|Ab|REVEAL|N2|N1|N5|N3,,production
7,production,3,1,465,target,OBJ.N5 SBJ.N3 HIDE-TR Ab LOC.N2,OBJ-SBJ-V.TR-LOC,,,,,,,,,PUSH|Aa|N4|N1,Aa|PUSH|HIDE|N3|N1|N2|Ab|N5|N4,,production
8,production,3,1,466,target,SBJ.N3 REVEAL-INTR Ab LOC.N2,SBJ-V.INTR-LOC,,,,,,,,,PUSH|N1|N5|GO,REVEAL|PUSH|N3|Ab|N2|GO|N5|N1,,production
9,production,3,1,467,target,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR,OBJ-SBJ-V.TR,,,,,,,,,HIDE|Aa|N4|PUSH,N5|PUSH|Aa|REVEAL|HIDE|N4|N3|Ab|Ab,,production
10,production,3,1,468,target,SBJ.N4 JUMP-INTR,SBJ-V.INTR,,,,,,,,,N5|N2|N1|Aa,N2|N4|JUMP|N1|N5|Aa,,production
11,production,3,1,469,target,Ab SBJ.N3 REVEAL-INTR LOC.N4,SBJ-V.INTR-LOC,,,,,,,,,HIDE|JUMP|Aa|N2,N4|Aa|N2|HIDE|Ab|JUMP|N3|REVEAL,,production
12,production,3,1,470,target,SBJ.N1 GO-INTR,SBJ-V.INTR,,,,,,,,,HIDE|N3|PUSH|Ab,Ab|N3|PUSH|HIDE|N1|GO,,production
13,production,3,1,471,target,Ab OBJ.N5 Ab SBJ.N4 PUSH-TR,OBJ-SBJ-V.TR,,,,,,,,,Aa|JUMP|REVEAL|GO,JUMP|REVEAL|Aa|GO|Ab|N5|Ab|N4|PUSH,,production
14,production,3,1,472,target,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR Ab LOC.N4,OBJ-SBJ-V.TR-LOC,,,,,,,,,N2|HIDE|Aa|PUSH,N3|HIDE|Aa|Ab|PUSH|N5|Ab|N4|Ab|REVEAL|N2,,production
15,production,3,1,473,target,Ab OBJ.N5 Ab SBJ.N1 PUSH-TR LOC.N2,OBJ-SBJ-V.TR-LOC,,,,,,,,,JUMP|N3|N4|HIDE,Ab|JUMP|N2|HIDE|N4|Ab|PUSH|N5|N1|N3,,production
16,production,3,1,474,target,Ab OBJ.N5 SBJ.N1 HIDE-TR,OBJ-SBJ-V.TR,,,,,,,,,Aa|N3|REVEAL|GO,REVEAL|GO|N5|HIDE|N1|Ab|Aa|N3,,production
17,production,3,1,475,target,SBJ.N5 REVEAL-INTR LOC.N3,SBJ-V.INTR-LOC,,,,,,,,,N4|HIDE|JUMP|PUSH,N4|JUMP|PUSH|N5|HIDE|REVEAL|N3,,production
18,production,3,1,476,target,Ab SBJ.N5 HIDE-INTR,SBJ-V.INTR,,,,,,,,,N1|GO|Aa|N2,Aa|N5|HIDE|N1|Ab|N2|GO,,production
19,production,3,1,477,target,Ab SBJ.N2 GO-INTR,SBJ-V.INTR,,,,,,,,,N5|HIDE|REVEAL|N3,REVEAL|Ab|GO|HIDE|N3|N5|N2,,production
20,production,3,1,478,target,Ab OBJ.N5 Ab SBJ.N3 REVEAL-TR,OBJ-SBJ-V.TR,,,,,,,,,JUMP|GO|N4|HIDE,JUMP|Ab|GO|N5|REVEAL|Ab|N3|HIDE|N4,,production
21,production,3,1,479,target,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2,OBJ-SBJ-V.TR-LOC,,,,,,,,,Aa|PUSH|N3|JUMP,Aa|N2|N3|N4|JUMP|PUSH|N5|Ab|HIDE,,production
22,production,3,1,480,target,Aa SBJ.N5 JUMP-INTR,SBJ-V.INTR,,,,,,,,,N3|HIDE|N1|REVEAL,REVEAL|N5|N3|JUMP|HIDE|N1|Aa,,production
23,production,3,1,481,target,Ab OBJ.N5 SBJ.N3 PUSH-TR Ab LOC.N1,OBJ-SBJ-V.TR-LOC,,,,,,,,,JUMP|N2|REVEAL|Aa,N5|REVEAL|Ab|N1|Aa|N3|N2|PUSH|JUMP|Ab,,production
24,production,3,1,482,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR,OBJ-SBJ-V.TR,,,,,,,,,N3|Aa|JUMP|GO,Aa|N3|Ab|N5|GO|REVEAL|N1|JUMP,,production
25,production,3,1,483,target,OBJ.N5 SBJ.N1 HIDE-TR,OBJ-SBJ-V.TR,,,,,,,,,GO|N2|Aa|PUSH,GO|N1|Aa|N5|HIDE|N2|PUSH,,production
26,production,3,1,484,target,Aa SBJ.N5 HIDE-INTR,SBJ-V.INTR,,,,,,,,,N4|N1|Ab|REVEAL,N1|HIDE|N4|REVEAL|Ab|Aa|N5,,production
27,production,3,1,485,target,OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N2,OBJ-SBJ-V.TR-LOC,,,,,,,,,N3|REVEAL|HIDE|Aa,PUSH|HIDE|N4|N5|Ab|Aa|N3|N2|REVEAL,,production
28,production,3,1,486,target,Ab OBJ.N5 SBJ.N2 REVEAL-TR Ab LOC.N3,OBJ-SBJ-V.TR-LOC,,,,,,,,,PUSH|N1|GO|HIDE,N3|HIDE|N1|N5|Ab|Ab|PUSH|N2|REVEAL|GO,,production
29,production,3,1,487,target,OBJ.N5 SBJ.N3 PUSH-TR,OBJ-SBJ-V.TR,,,,,,,,,N2|JUMP|Aa|GO,JUMP|Aa|GO|N5|N3|PUSH|N2,,production
30,production,3,1,488,target,SBJ.N5 HIDE-INTR,SBJ-V.INTR,,,,,,,,,N1|GO|N3|PUSH,N3|PUSH|N5|N1|GO|HIDE,,production
31,production,3,1,489,target,Ab OBJ.N5 SBJ.N3 HIDE-TR,OBJ-SBJ-V.TR,,,,,,,,,JUMP|PUSH|Aa|REVEAL,PUSH|HIDE|N3|JUMP|REVEAL|N5|Ab|Aa,,production
32,production,3,1,490,target,SBJ.N5 JUMP-INTR,SBJ-V.INTR,,,,,,,,,HIDE|REVEAL|Aa|N1,REVEAL|N5|HIDE|N1|Aa|JUMP,,production
33,production,3,1,491,target,Ab SBJ.N2 GO-INTR,SBJ-V.INTR,,,,,,,,,JUMP|N1|N4|HIDE,N1|GO|HIDE|N2|Ab|N4|JUMP,,production
34,production,3,1,492,target,Ab SBJ.N2 GO-INTR Aa LOC.N3,SBJ-V.INTR-LOC,,,,,,,,,REVEAL|N5|JUMP|N4,N5|N2|N3|N4|GO|Aa|Ab|JUMP|REVEAL,,production
35,production,3,1,493,target,Ab SBJ.N4 JUMP-INTR Ab LOC.N1,SBJ-V.INTR-LOC,,,,,,,,,N2|HIDE|REVEAL|N3,N2|HIDE|JUMP|N1|Ab|N3|Ab|N4|REVEAL,,production
36,production,3,1,494,target,Aa SBJ.N4 HIDE-INTR LOC.N3,SBJ-V.INTR-LOC,,,,,,,,,N2|JUMP|PUSH|Ab,Aa|Ab|N4|JUMP|N2|N3|HIDE|PUSH,,production
37,production,3,1,495,target,Aa SBJ.N5 GO-INTR Ab LOC.N4,SBJ-V.INTR-LOC,,,,,,,,,PUSH|HIDE|N3|REVEAL,N3|Aa|Ab|N5|REVEAL|PUSH|N4|HIDE|GO,,production
38,production,3,1,496,target,Ab SBJ.N5 JUMP-INTR Aa LOC.N3,SBJ-V.INTR-LOC,,,,,,,,,N1|PUSH|GO|REVEAL,Ab|N3|GO|N1|JUMP|REVEAL|Aa|N5|PUSH,,production
39,production,3,1,497,target,SBJ.N5 HIDE-INTR Aa LOC.N3,SBJ-V.INTR-LOC,,,,,,,,,Ab|REVEAL|GO|PUSH,N3|Aa|REVEAL|N5|GO|HIDE|Ab|PUSH,,production
40,production,3,1,498,target,OBJ.N5 SBJ.N2 PUSH-TR LOC.N1,OBJ-SBJ-V.TR-LOC,,,,,,,,,Ab|HIDE|N4|Aa,Aa|Ab|N2|PUSH|N4|N5|N1|HIDE,,production
41,production,3,1,499,target,OBJ.N5 SBJ.N4 HIDE-TR Ab LOC.N2,OBJ-SBJ-V.TR-LOC,,,,,,,,,PUSH|REVEAL|GO|Aa,HIDE|REVEAL|N4|N2|GO|Ab|Aa|PUSH|N5,,production
42,production,3,1,500,target,Ab OBJ.N5 SBJ.N1 HIDE-TR,OBJ-SBJ-V.TR,,,,,,,,,N2|Aa|PUSH|N3,Ab|HIDE|PUSH|N5|N1|Aa|N2|N3,,production
1,chunk,3,1,501,illegal,N2 N2,,,,,illegal,,,,,,,0,chunk
2,chunk,3,1,502,seen_low_freq,GO Aa,,,,,seen_low_freq,,,,,,,5,chunk
3,chunk,3,1,503,illegal,Ab Ab,,,,,illegal,,,,,,,0,chunk
4,chunk,3,1,504,unseen_legal,N4 N3,,,,,unseen_legal,,,,,,,0,chunk
5,chunk,3,1,505,seen_high_freq,PUSH Ab,,,,,seen_high_freq,,,,,,,10,chunk
6,chunk,3,1,506,illegal,N3 N3,,,,,illegal,,,,,,,0,chunk
7,chunk,3,1,507,seen_low_freq,JUMP Ab,,,,,seen_low_freq,,,,,,,2,chunk
8,chunk,3,1,508,seen_low_freq,GO N2,,,,,seen_low_freq,,,,,,,3,chunk
9,chunk,3,1,509,seen_high_freq,N5 GO,,,,,seen_high_freq,,,,,,,13,chunk
10,chunk,3,1,510,unseen_legal,N1 Aa,,,,,unseen_legal,,,,,,,0,chunk
11,chunk,3,1,511,seen_high_freq,Ab N4,,,,,seen_high_freq,,,,,,,42,chunk
12,chunk,3,1,512,seen_high_freq,N3 PUSH,,,,,seen_high_freq,,,,,,,14,chunk
13,chunk,3,1,513,seen_low_freq,JUMP N3,,,,,seen_low_freq,,,,,,,3,chunk
14,chunk,3,1,514,unseen_legal,N3 Aa,,,,,unseen_legal,,,,,,,0,chunk
15,chunk,3,1,515,illegal,Aa PUSH,,,,,illegal,,,,,,,0,chunk
16,chunk,3,1,516,seen_high_freq,PUSH N1,,,,,seen_high_freq,,,,,,,8,chunk
