wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.response,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,productionTrials_s1.order
,,,,,,,,,,,,311.693,1,SBJ-N3-JUMP-INTR.mp4,JUMP-INTR-SBJ-N3.mp3,319.067,mouse_continue,7.374,,0,10,10,10,1,1,SBJ-N3-JUMP-INTR.mp4,JUMP-INTR-SBJ-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,319.069,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,332.797,mouse_continue,13.727,,0,11,11,11,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,332.798,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-HIDE-TR-SBJ-N1.mp3,339.984,mouse_continue,7.186,,0,12,12,12,1,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-HIDE-TR-SBJ-N1.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,339.986,1,SBJ-N2-HIDE-INTR.mp4,SBJ-N2-HIDE-INTR.mp3,347.901,mouse_continue,7.916,,0,13,13,13,1,1,SBJ-N2-HIDE-INTR.mp4,SBJ-N2-HIDE-INTR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,347.903,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,361.407,mouse_continue,13.504,,0,14,14,14,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,361.409,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,366.986,mouse_continue,5.577,,0,15,15,15,1,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,366.987,1,SBJ-N4-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N4.mp3,372.66,mouse_continue,5.672,,0,16,16,16,1,1,SBJ-N4-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N4.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,372.66,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,379.077,mouse_continue,6.416,,0,17,17,17,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,379.078,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,384.707,mouse_continue,5.629,,0,18,18,18,1,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,384.709,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,395.04,mouse_continue,10.331,,0,19,19,19,1,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,395.042,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,408.633,mouse_continue,13.592,,0,20,20,20,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,408.634,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,426.931,mouse_continue,18.296,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,426.932,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,443.835,mouse_continue,16.902,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,443.837,1,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N4-LOC-N5.mp3,454.006,mouse_continue,10.17,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N4-LOC-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,454.008,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,470.98,mouse_continue,16.973,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,470.981,1,SBJ-N2-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N2-LOC-N5.mp3,481.278,mouse_continue,10.297,,0,25,25,25,1,1,SBJ-N2-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N2-LOC-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,481.279,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ-N5-PUSH-TR-SBJ-N1-LOC-N2.mp3,487.594,mouse_continue,6.314,,0,26,26,26,1,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ-N5-PUSH-TR-SBJ-N1-LOC-N2.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,487.595,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,509.694,mouse_continue,22.099,,0,27,27,27,1,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,509.698,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,SBJ-N4-OBJ-N5-LOC-N3-HIDE-TR.mp3,516.045,mouse_continue,6.348,,0,28,28,28,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,SBJ-N4-OBJ-N5-LOC-N3-HIDE-TR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,516.046,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-LOC-N4-SBJ-N3-REVEAL-TR.mp3,530.829,mouse_continue,14.782,,0,29,29,29,1,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-LOC-N4-SBJ-N3-REVEAL-TR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,530.83,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,538.355,mouse_continue,7.525,,0,30,30,30,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,538.356,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,546.26,mouse_continue,7.902,,0,31,31,31,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,546.262,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4.mp3,551.786,mouse_continue,5.524,,0,32,32,32,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,551.788,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,557.265,mouse_continue,5.478,,0,33,33,33,1,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,557.266,1,Aa-SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-Aa-SBJ-N5.mp3,566.162,mouse_continue,8.896,,0,34,34,34,1,1,Aa-SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-Aa-SBJ-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,566.163,1,SBJ-N5-GO-INTR-LOC-N3.mp4,GO-INTR-SBJ-N5-LOC-N3.mp3,574.856,mouse_continue,8.693,,0,35,35,35,1,1,SBJ-N5-GO-INTR-LOC-N3.mp4,GO-INTR-SBJ-N5-LOC-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,574.857,1,SBJ-N2-JUMP-INTR-LOC-N1.mp4,LOC-N1-SBJ-N2-JUMP-INTR.mp3,581.696,mouse_continue,6.84,,0,36,36,36,1,1,SBJ-N2-JUMP-INTR-LOC-N1.mp4,LOC-N1-SBJ-N2-JUMP-INTR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,581.698,1,SBJ-N3-GO-INTR-LOC-N2.mp4,LOC-N2-GO-INTR-SBJ-N3.mp3,598.606,mouse_continue,16.909,,0,37,37,37,1,1,SBJ-N3-GO-INTR-LOC-N2.mp4,LOC-N2-GO-INTR-SBJ-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,598.607,1,SBJ-N5-HIDE-INTR-LOC-N3.mp4,SBJ-N5-HIDE-INTR-LOC-N3.mp3,605.933,mouse_continue,7.324,,0,38,38,38,1,1,SBJ-N5-HIDE-INTR-LOC-N3.mp4,SBJ-N5-HIDE-INTR-LOC-N3.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,605.934,1,SBJ-N1-HIDE-INTR-LOC-N3.mp4,SBJ-N1-LOC-N3-HIDE-INTR.mp3,613.717,mouse_continue,7.784,,0,39,39,39,1,1,SBJ-N1-HIDE-INTR-LOC-N3.mp4,SBJ-N1-LOC-N3-HIDE-INTR.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,613.72,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,619.058,mouse_continue,5.337,,0,40,40,40,1,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,619.059,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,625.391,mouse_continue,6.332,,0,41,41,41,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,642.874,1,2,2,41.827,1,38.524,41.827,687.069,0,0,0,0,1,SBJ-N2-HIDE-TR-OBJ-N5.mp3,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-REVEAL-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,687.07,1,2,2,24.582,1,17.347,24.582,713.462,0,1,1,1,1,HIDE-INTR-SBJ-N5.mp3,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-GO-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,713.464,1,2,2,14.194,1,13.823,14.194,729.404,0,2,2,2,1,SBJ-N5-JUMP-INTR.mp3,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-HIDE-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,729.405,1,1,1,18.154,1,18.079,18.154,749.415,0,3,3,3,1,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N3-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,749.416,1,1,1,27.871,1,23.583,27.871,778.965,0,4,4,4,1,SBJ-N3-OBJ-N5-PUSH-TR.mp3,OBJ-N5-SBJ-N3-PUSH-TR.mp4,OBJ-N3-SBJ-N5-PUSH-TR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ALP1203,1993.01.01,2026-05-17_19h09.04.483,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,778.965,1,2,2,24.853,1,18.127,24.853,805.633,0,5,5,5,1,HIDE-INTR-SBJ-N1.mp3,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-REVEAL-INTR.mp4,,,,,,,,,,,,,,,,,,,,,,,,
