wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.response,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,familiarityTrial.started,familiarity.testName,familiarity.thisN,familiarity.sessionIndex,familiarity.audio,familiarity.previous_encounters,familiarity.playAttemptTime,familiarity.rating,familiarity.playClickCount,familiarity.t_audioEnd,familiarity.t_lastLikertClick,familiarityTrial.stopped,chunkTest_s1.thisRepN,chunkTest_s1.thisTrialN,chunkTest_s1.thisN,chunkTest_s1.thisIndex,chunkTest_s1.ran,audio,previous_encounters,GJTest_s1.thisRepN,GJTest_s1.thisTrialN,GJTest_s1.thisN,GJTest_s1.thisIndex,GJTest_s1.ran,passiveTrials_s2.thisRepN,passiveTrials_s2.thisTrialN,passiveTrials_s2.thisN,passiveTrials_s2.thisIndex,passiveTrials_s2.ran,comprehensionTrials_s2.thisRepN,comprehensionTrials_s2.thisTrialN,comprehensionTrials_s2.thisN,comprehensionTrials_s2.thisIndex,comprehensionTrials_s2.ran,productionTrials_s2.thisRepN,productionTrials_s2.thisTrialN,productionTrials_s2.thisN,productionTrials_s2.thisIndex,productionTrials_s2.ran,productionTrials_s2.order
,,,,,,,,,,,,258.342,1,SBJ-N3-JUMP-INTR.mp4,JUMP-INTR-SBJ-N3.mp3,263.654,mouse_continue,5.312,,0,10,10,10,1,1,SBJ-N3-JUMP-INTR.mp4,JUMP-INTR-SBJ-N3.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,263.655,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,268.91,mouse_continue,5.256,,0,11,11,11,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,268.911,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-HIDE-TR-SBJ-N1.mp3,274.362,mouse_continue,5.45,,0,12,12,12,1,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-HIDE-TR-SBJ-N1.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,274.364,1,SBJ-N2-HIDE-INTR.mp4,SBJ-N2-HIDE-INTR.mp3,279.835,mouse_continue,5.471,,0,13,13,13,1,1,SBJ-N2-HIDE-INTR.mp4,SBJ-N2-HIDE-INTR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,279.836,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,285.439,mouse_continue,5.602,,0,14,14,14,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,285.44,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,292.541,mouse_continue,7.1,,0,15,15,15,1,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,292.544,1,SBJ-N4-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N4.mp3,297.772,mouse_continue,5.23,,0,16,16,16,1,1,SBJ-N4-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N4.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,297.773,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,304.523,mouse_continue,6.747,,0,17,17,17,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,304.524,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,309.806,mouse_continue,5.282,,0,18,18,18,1,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,309.807,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,315.181,mouse_continue,5.374,,0,19,19,19,1,1,SBJ-N3-GO-INTR.mp4,GO-INTR-SBJ-N3.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,315.182,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,326.032,mouse_continue,10.849,,0,20,20,20,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,326.035,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,346.301,mouse_continue,20.266,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,346.302,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,358.403,mouse_continue,12.101,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,358.406,1,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N4-LOC-N5.mp3,364.133,mouse_continue,5.729,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N4-LOC-N5.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,364.135,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,370.378,mouse_continue,6.242,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,370.38,1,SBJ-N2-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N2-LOC-N5.mp3,376.1,mouse_continue,5.72,,0,25,25,25,1,1,SBJ-N2-REVEAL-INTR-LOC-N5.mp4,REVEAL-INTR-SBJ-N2-LOC-N5.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,376.101,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ-N5-PUSH-TR-SBJ-N1-LOC-N2.mp3,381.939,mouse_continue,5.838,,0,26,26,26,1,1,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ-N5-PUSH-TR-SBJ-N1-LOC-N2.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,381.941,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,389.371,mouse_continue,7.43,,0,27,27,27,1,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,389.372,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,SBJ-N4-OBJ-N5-LOC-N3-HIDE-TR.mp3,399.003,mouse_continue,9.631,,0,28,28,28,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,SBJ-N4-OBJ-N5-LOC-N3-HIDE-TR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,399.005,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-LOC-N4-SBJ-N3-REVEAL-TR.mp3,406.26,mouse_continue,7.255,,0,29,29,29,1,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-LOC-N4-SBJ-N3-REVEAL-TR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,406.261,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,413.344,mouse_continue,7.083,,0,30,30,30,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,SBJ-N2-LOC-N4-OBJ-N5-PUSH-TR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,413.345,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,418.952,mouse_continue,5.606,,0,31,31,31,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,418.953,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4.mp3,426.935,mouse_continue,7.983,,0,32,32,32,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-HIDE-TR-LOC-N2-SBJ-N4.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,426.936,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,432.687,mouse_continue,5.749,,0,33,33,33,1,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,432.689,1,Aa-SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-Aa-SBJ-N5.mp3,438.413,mouse_continue,5.725,,0,34,34,34,1,1,Aa-SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-Aa-SBJ-N5.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,438.415,1,SBJ-N5-GO-INTR-LOC-N3.mp4,GO-INTR-SBJ-N5-LOC-N3.mp3,444.368,mouse_continue,5.954,,0,35,35,35,1,1,SBJ-N5-GO-INTR-LOC-N3.mp4,GO-INTR-SBJ-N5-LOC-N3.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,444.369,1,SBJ-N2-JUMP-INTR-LOC-N1.mp4,LOC-N1-SBJ-N2-JUMP-INTR.mp3,451.107,mouse_continue,6.739,,0,36,36,36,1,1,SBJ-N2-JUMP-INTR-LOC-N1.mp4,LOC-N1-SBJ-N2-JUMP-INTR.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,451.108,1,SBJ-N3-GO-INTR-LOC-N2.mp4,LOC-N2-GO-INTR-SBJ-N3.mp3,459.023,mouse_continue,7.914,,0,37,37,37,1,1,SBJ-N3-GO-INTR-LOC-N2.mp4,LOC-N2-GO-INTR-SBJ-N3.mp3,ALP1202,1995.07.15,2026-05-09_11h29.23.423,BrocantoHPilot1MorphSession2,2025.2.4,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
