passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,production.response,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,familiarityTrial.started,familiarity.testName,familiarity.thisN,familiarity.sessionIndex,familiarity.audio,familiarity.previous_encounters,familiarity.playAttemptTime,familiarity.rating,familiarity.playClickCount,familiarity.t_audioEnd,familiarity.t_lastLikertClick,familiarityTrial.stopped,chunkTest_s1.thisRepN,chunkTest_s1.thisTrialN,chunkTest_s1.thisN,chunkTest_s1.thisIndex,chunkTest_s1.ran,audio,previous_encounters,GJTest_s1.thisRepN,GJTest_s1.thisTrialN,GJTest_s1.thisN,GJTest_s1.thisIndex,GJTest_s1.ran,passiveTrials_s2.thisRepN,passiveTrials_s2.thisTrialN,passiveTrials_s2.thisN,passiveTrials_s2.thisIndex,passiveTrials_s2.ran,comprehensionTrials_s2.thisRepN,comprehensionTrials_s2.thisTrialN,comprehensionTrials_s2.thisN,comprehensionTrials_s2.thisIndex,comprehensionTrials_s2.ran,productionTrials_s2.thisRepN,productionTrials_s2.thisTrialN,productionTrials_s2.thisN,productionTrials_s2.thisIndex,productionTrials_s2.ran,chunkTest_s2.thisRepN,chunkTest_s2.thisTrialN,chunkTest_s2.thisN,chunkTest_s2.thisIndex,chunkTest_s2.ran,GJTest_s2.thisRepN,GJTest_s2.thisTrialN,GJTest_s2.thisN,GJTest_s2.thisIndex,GJTest_s2.ran
341.2232,1,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp3,358.1198,mouse_continue,16.8972,,0,10,10,10,1,1,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-Ab-LOC-N3.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.1235,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR-LOC-N3.mp3,378.6736,mouse_continue,20.5511,,0,11,11,11,1,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR-LOC-N3.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378.6773,1,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-JUMP-INTR.mp3,391.4866,mouse_continue,12.8099,,0,12,12,12,1,1,SBJ-N3-JUMP-INTR.mp4,SBJ-N3-JUMP-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.4901,1,Ab-OBJ-N5-Ab-SBJ-N3-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N3-REVEAL-TR.mp3,409.0878,mouse_continue,17.5979,,0,13,13,13,1,1,Ab-OBJ-N5-Ab-SBJ-N3-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N3-REVEAL-TR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.0914,1,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N2.mp4,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N2.mp3,418.2299,mouse_continue,9.1392,,0,14,14,14,1,1,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N2.mp4,OBJ-N5-Ab-SBJ-N4-PUSH-TR-Ab-LOC-N2.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.2342,1,Ab-SBJ-N3-REVEAL-INTR-LOC-N4.mp4,Ab-SBJ-N3-REVEAL-INTR-LOC-N4.mp3,432.4774,mouse_continue,14.2437,,0,15,15,15,1,1,Ab-SBJ-N3-REVEAL-INTR-LOC-N4.mp4,Ab-SBJ-N3-REVEAL-INTR-LOC-N4.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.4806,1,Ab-SBJ-N2-GO-INTR.mp4,Ab-SBJ-N2-GO-INTR.mp3,444.4728,mouse_continue,11.9931,,0,16,16,16,1,1,Ab-SBJ-N2-GO-INTR.mp4,Ab-SBJ-N2-GO-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4765,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-HIDE-TR.mp3,457.1522,mouse_continue,12.6763,,0,17,17,17,1,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-HIDE-TR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.1559,1,Ab-OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp3,463.8254,mouse_continue,6.6708,,0,18,18,18,1,1,Ab-OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.8288,1,OBJ-N5-Ab-SBJ-N4-PUSH-TR-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N4-PUSH-TR-LOC-N3.mp3,470.0985,mouse_continue,6.2707,,0,19,19,19,1,1,OBJ-N5-Ab-SBJ-N4-PUSH-TR-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N4-PUSH-TR-LOC-N3.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470.1022,1,SBJ-N1-GO-INTR.mp4,SBJ-N1-GO-INTR.mp3,476.8956,mouse_continue,6.7949,,0,20,20,20,1,1,SBJ-N1-GO-INTR.mp4,SBJ-N1-GO-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476.8965,1,Ab-OBJ-N5-SBJ-N1-HIDE-TR.mp4,Ab-OBJ-N5-SBJ-N1-HIDE-TR.mp3,488.6169,mouse_continue,11.7205,,0,21,21,21,1,1,Ab-OBJ-N5-SBJ-N1-HIDE-TR.mp4,Ab-OBJ-N5-SBJ-N1-HIDE-TR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.6205,1,OBJ-N5-Ab-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-Ab-SBJ-N3-HIDE-TR-LOC-N4.mp3,494.7564,mouse_continue,6.1373,,0,22,22,22,1,1,OBJ-N5-Ab-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-Ab-SBJ-N3-HIDE-TR-LOC-N4.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.76,1,Ab-SBJ-N2-HIDE-INTR.mp4,Ab-SBJ-N2-HIDE-INTR.mp3,501.3871,mouse_continue,6.6275,,0,23,23,23,1,1,Ab-SBJ-N2-HIDE-INTR.mp4,Ab-SBJ-N2-HIDE-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501.3885,1,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-Ab-LOC-N1.mp4,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-Ab-LOC-N1.mp3,515.3937,mouse_continue,14.0055,,0,24,24,24,1,1,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-Ab-LOC-N1.mp4,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-Ab-LOC-N1.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515.3975,1,Ab-SBJ-N1-JUMP-INTR.mp4,Ab-SBJ-N1-JUMP-INTR.mp3,523.6185,mouse_continue,8.2218,,0,25,25,25,1,1,Ab-SBJ-N1-JUMP-INTR.mp4,Ab-SBJ-N1-JUMP-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523.6226,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,531.5433,mouse_continue,7.9211,,0,26,26,26,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531.5473,1,Ab-SBJ-N4-JUMP-INTR.mp4,Ab-SBJ-N4-JUMP-INTR.mp3,537.2154,mouse_continue,5.6686,,0,27,27,27,1,1,Ab-SBJ-N4-JUMP-INTR.mp4,Ab-SBJ-N4-JUMP-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.2181,1,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,543.3381,mouse_continue,6.1212,,0,28,28,28,1,1,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp4,Ab-OBJ-N5-Ab-SBJ-N2-REVEAL-TR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543.3419,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,552.9481,mouse_continue,9.6072,,0,29,29,29,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552.9513,1,OBJ-N5-Ab-SBJ-N2-HIDE-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N2-HIDE-TR-Ab-LOC-N3.mp3,563.4252,mouse_continue,10.4746,,0,30,30,30,1,1,OBJ-N5-Ab-SBJ-N2-HIDE-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N2-HIDE-TR-Ab-LOC-N3.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.429,1,Ab-SBJ-N3-GO-INTR.mp4,Ab-SBJ-N3-GO-INTR.mp3,569.6191,mouse_continue,6.1904,,0,31,31,31,1,1,Ab-SBJ-N3-GO-INTR.mp4,Ab-SBJ-N3-GO-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.6204,1,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-HIDE-INTR.mp3,575.2537,mouse_continue,5.6336,,0,32,32,32,1,1,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-HIDE-INTR.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.2576,1,Ab-SBJ-N5-HIDE-INTR-LOC-N2.mp4,Ab-SBJ-N5-HIDE-INTR-LOC-N2.mp3,580.8497,mouse_continue,5.5924,,0,33,33,33,1,1,Ab-SBJ-N5-HIDE-INTR-LOC-N2.mp4,Ab-SBJ-N5-HIDE-INTR-LOC-N2.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580.8514,1,SBJ-N3-JUMP-INTR-Aa-LOC-N4.mp4,SBJ-N3-JUMP-INTR-Aa-LOC-N4.mp3,589.2676,mouse_continue,8.4166,,0,34,34,34,1,1,SBJ-N3-JUMP-INTR-Aa-LOC-N4.mp4,SBJ-N3-JUMP-INTR-Aa-LOC-N4.mp3,ALP1108,1962.03.12,2026-05-02_12h18.27.930,BrocantoHPilot1WOSession3,2025.2.4,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
