wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate,comprehensionTrial.started,comprehension.sessionIndex,comprehension.correctPosition,comprehension.response,comprehension.rt,comprehension.correct,comprehension.t_sentenceAudioEnd,comprehension.t_lastChoiceClick,comprehensionTrial.stopped,comprehensionTrials_s1.thisRepN,comprehensionTrials_s1.thisTrialN,comprehensionTrials_s1.thisN,comprehensionTrials_s1.thisIndex,comprehensionTrials_s1.ran,sentence,video_correct,video_incorrect,productionTrial.started,production.sessionIndex,production.video,production.correct_words,production.all_words,production.correct_words_form,production.all_words_form,production.correct,production.t_firstVideoEnd,production.t_lastWordClick,production.response,productionTrial.stopped,productionTrials_s1.thisRepN,productionTrials_s1.thisTrialN,productionTrials_s1.thisN,productionTrials_s1.thisIndex,productionTrials_s1.ran,video,correct_words,all_words,sentence_form,correct_words_form,all_words_form,familiarityTrial.started,familiarity.testName,familiarity.thisN,familiarity.sessionIndex,familiarity.audio,familiarity.previous_encounters,familiarity.playAttemptTime,familiarity.rating,familiarity.playClickCount,familiarity.t_audioEnd,familiarity.t_lastLikertClick,familiarityTrial.stopped,chunkTest_s1.thisRepN,chunkTest_s1.thisTrialN,chunkTest_s1.thisN,chunkTest_s1.thisIndex,chunkTest_s1.ran,audio,previous_encounters,GJTest_s1.thisRepN,GJTest_s1.thisTrialN,GJTest_s1.thisN,GJTest_s1.thisIndex,GJTest_s1.ran,passiveTrials_s2.thisRepN,passiveTrials_s2.thisTrialN,passiveTrials_s2.thisN,passiveTrials_s2.thisIndex,passiveTrials_s2.ran
,,,,,,,,,,,,1217.925,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,1225.265,mouse_continue,7.34,,0,27,27,27,1,1,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,SBJ-N3-REVEAL-INTR-LOC-N4.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1225.272,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp3,1242.93,mouse_continue,17.657,,0,28,28,28,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1242.934,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp3,1254.805,mouse_continue,11.87,,0,29,29,29,1,1,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N4.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1254.811,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,1261.736,mouse_continue,6.926,,0,30,30,30,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N4.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1261.742,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,1270.1,mouse_continue,8.36,,0,31,31,31,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1270.106,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,1276.149,mouse_continue,6.044,,0,32,32,32,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N2.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1276.155,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,1282.266,mouse_continue,6.109,,0,33,33,33,1,1,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-JUMP-INTR.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1282.27,1,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,1288.714,mouse_continue,6.444,,0,34,34,34,1,1,Aa-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-HIDE-INTR.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1288.718,1,SBJ-N5-GO-INTR-LOC-N3.mp4,SBJ-N5-GO-INTR-LOC-N3.mp3,1296.608,mouse_continue,7.893,,0,35,35,35,1,1,SBJ-N5-GO-INTR-LOC-N3.mp4,SBJ-N5-GO-INTR-LOC-N3.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1296.613,1,SBJ-N2-JUMP-INTR-LOC-N1.mp4,SBJ-N2-JUMP-INTR-LOC-N1.mp3,1306.038,mouse_continue,9.425,,0,36,36,36,1,1,SBJ-N2-JUMP-INTR-LOC-N1.mp4,SBJ-N2-JUMP-INTR-LOC-N1.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1306.042,1,SBJ-N3-GO-INTR-LOC-N2.mp4,SBJ-N3-GO-INTR-LOC-N2.mp3,1311.921,mouse_continue,5.877,,0,37,37,37,1,1,SBJ-N3-GO-INTR-LOC-N2.mp4,SBJ-N3-GO-INTR-LOC-N2.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1311.926,1,SBJ-N5-HIDE-INTR-LOC-N3.mp4,SBJ-N5-HIDE-INTR-LOC-N3.mp3,1318.019,mouse_continue,6.091,,0,38,38,38,1,1,SBJ-N5-HIDE-INTR-LOC-N3.mp4,SBJ-N5-HIDE-INTR-LOC-N3.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1318.023,1,SBJ-N1-HIDE-INTR-LOC-N3.mp4,SBJ-N1-HIDE-INTR-LOC-N3.mp3,1324.847,mouse_continue,6.826,,0,39,39,39,1,1,SBJ-N1-HIDE-INTR-LOC-N3.mp4,SBJ-N1-HIDE-INTR-LOC-N3.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1324.852,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,OBJ-N5-SBJ-N4-HIDE-TR.mp3,1334.995,mouse_continue,10.142,,0,40,40,40,1,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,OBJ-N5-SBJ-N4-HIDE-TR.mp3,140524,,2026-05-07_15h04.57.242,BrocantoHPilot1WOSession2,2025.2.4,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
