wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,session,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,771.5458,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,785.5437,mouse_continue,13.9979,,0,10,10,10,1,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,785.5449,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,796.3264,mouse_continue,10.7816,,0,11,11,11,1,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,796.3277,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,808.159,mouse_continue,11.8315,,0,12,12,12,1,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,808.16,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,823.1751,mouse_continue,15.0151,,0,13,13,13,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,823.1768,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,832.9076,mouse_continue,9.7313,,0,14,14,14,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,832.9095,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,839.4569,mouse_continue,6.5476,,0,15,15,15,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,839.4583,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,858.5893,mouse_continue,19.1312,,0,16,16,16,1,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,858.5908,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,870.4554,mouse_continue,11.8649,,0,17,17,17,1,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,870.4574,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,881.7916,mouse_continue,11.3348,,0,18,18,18,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,881.7927,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,930.3848,mouse_continue,48.5922,,0,19,19,19,1,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,930.3859,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,948.5836,mouse_continue,18.1978,,0,20,20,20,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,948.5847,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,980.1046,mouse_continue,31.52,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,980.1062,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,989.1317,mouse_continue,9.0256,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,989.1351,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1008.8701,mouse_continue,19.7364,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1008.8714,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,1022.7529,mouse_continue,13.8817,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1022.7546,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1033.8853,mouse_continue,11.1314,,0,25,25,25,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1033.8864,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,1068.1316,mouse_continue,34.2453,,0,26,26,26,1,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1068.1333,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,1083.3754,mouse_continue,15.2423,,0,27,27,27,1,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1083.3777,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,1093.7812,mouse_continue,10.4041,,0,28,28,28,1,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1093.7825,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,1119.4131,mouse_continue,25.6309,,0,29,29,29,1,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1119.4147,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,1146.3281,mouse_continue,26.9135,,0,30,30,30,1,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1146.3301,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,1182.2094,mouse_continue,35.8796,,0,31,31,31,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1182.2106,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,1202.635,mouse_continue,20.4243,,0,32,32,32,1,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1202.6376,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,1221.4067,mouse_continue,18.7698,,0,33,33,33,1,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1221.4082,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,1241.8492,mouse_continue,20.4411,,0,34,34,34,1,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1241.8518,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,1252.1216,mouse_continue,10.2706,,0,35,35,35,1,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1252.1245,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,1262.454,mouse_continue,10.3304,,0,36,36,36,1,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1262.4555,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,1278.9373,mouse_continue,16.4821,,0,37,37,37,1,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1278.9399,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,1291.6859,mouse_continue,12.7466,,0,38,38,38,1,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1291.6887,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,1299.9517,mouse_continue,8.264,,0,39,39,39,1,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1299.954,1,SBJ-N5-JUMP-INTR-LOC-N4.mp4,LOC-N4-JUMP-INTR-SBJ-N5.mp3,1321.0173,mouse_continue,21.0639,,0,40,40,40,1,1,SBJ-N5-JUMP-INTR-LOC-N4.mp4,LOC-N4-JUMP-INTR-SBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
,,,,,,,,,,,,1321.0183,1,OBJ-N5-Ab-SBJ-N1-PUSH-TR.mp4,PUSH-TR-Ab-SBJ-N1-OBJ-N5.mp3,1367.4813,mouse_continue,46.4631,,0,41,41,41,1,1,OBJ-N5-Ab-SBJ-N1-PUSH-TR.mp4,PUSH-TR-Ab-SBJ-N1-OBJ-N5.mp3,ALP1201,1,2026-05-06_21h30.49.374,BrocantoHPilot1MorphSession1,2025.2.4,Win32,60.24096386
