wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,session,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,1058.129,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,1063.9617,mouse_continue,5.8328,,0,10,10,10,1,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1063.9624,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,1070.0941,mouse_continue,6.1317,,0,11,11,11,1,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1070.0951,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,1076.2611,mouse_continue,6.1663,,0,12,12,12,1,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1076.2615,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,1082.8946,mouse_continue,6.6327,,0,13,13,13,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1082.8968,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,1089.594,mouse_continue,6.6976,,0,14,14,14,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1089.5948,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,1097.6601,mouse_continue,8.0653,,0,15,15,15,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1097.6611,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,1103.4436,mouse_continue,5.7824,,0,16,16,16,1,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1103.4498,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,1109.2088,mouse_continue,5.7604,,0,17,17,17,1,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1109.2092,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,1114.8431,mouse_continue,5.6338,,0,18,18,18,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1114.8443,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,1121.0282,mouse_continue,6.182,,0,19,19,19,1,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1121.0296,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,1126.7425,mouse_continue,5.7132,,0,20,20,20,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1126.7435,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,1133.7081,mouse_continue,6.9647,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1133.7093,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,1139.4088,mouse_continue,5.6999,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1139.4096,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1145.2919,mouse_continue,5.8825,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1145.2936,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,1152.4247,mouse_continue,7.1313,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1152.4251,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1159.0245,mouse_continue,6.5993,,0,25,25,25,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1159.0251,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,1165.9239,mouse_continue,6.8987,,0,26,26,26,1,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1165.9246,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,1232.6713,mouse_continue,66.7469,,0,27,27,27,1,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1232.6721,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,1238.4543,mouse_continue,5.7824,,0,28,28,28,1,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1238.4549,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,1245.2544,mouse_continue,6.7993,,0,29,29,29,1,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1245.2576,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,1252.2538,mouse_continue,6.9965,,0,30,30,30,1,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1252.2541,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,1258.1371,mouse_continue,5.8829,,0,31,31,31,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1258.1385,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,1265.1207,mouse_continue,6.9812,,0,32,32,32,1,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1265.1266,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,1271.7026,mouse_continue,6.5763,,0,33,33,33,1,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1271.7034,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,1278.2027,mouse_continue,6.4996,,0,34,34,34,1,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1278.2032,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,1284.3851,mouse_continue,6.1818,,0,35,35,35,1,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1284.3864,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,1290.7522,mouse_continue,6.3661,,0,36,36,36,1,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1290.7526,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,1296.7345,mouse_continue,5.9818,,0,37,37,37,1,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1296.7352,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,1302.3516,mouse_continue,5.6166,,0,38,38,38,1,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1302.3521,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,1309.435,mouse_continue,7.0828,,0,39,39,39,1,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1309.4357,1,SBJ-N5-JUMP-INTR-LOC-N4.mp4,LOC-N4-JUMP-INTR-SBJ-N5.mp3,1315.651,mouse_continue,6.2154,,0,40,40,40,1,1,SBJ-N5-JUMP-INTR-LOC-N4.mp4,LOC-N4-JUMP-INTR-SBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
,,,,,,,,,,,,1315.6513,1,OBJ-N5-Ab-SBJ-N1-PUSH-TR.mp4,PUSH-TR-Ab-SBJ-N1-OBJ-N5.mp3,1321.3333,mouse_continue,5.682,,0,41,41,41,1,1,OBJ-N5-Ab-SBJ-N1-PUSH-TR.mp4,PUSH-TR-Ab-SBJ-N1-OBJ-N5.mp3,ALP1207,001,2026-05-20_19h16.47.064,BrocantoHPilot1MorphSession1,2025.2.4,MacIntel,60.24096386
