wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,session,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,890.3819,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,907.7686,mouse_continue,17.3871,,0,10,10,10,1,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,907.771,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,940.6693,mouse_continue,32.899,,0,11,11,11,1,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,940.6715,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,958.8771,mouse_continue,18.2061,,0,12,12,12,1,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,958.8796,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,993.0374,mouse_continue,34.1583,,0,13,13,13,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,993.0397,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,1030.6319,mouse_continue,37.5929,,0,14,14,14,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1030.6336,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,1048.6125,mouse_continue,17.9791,,0,15,15,15,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1048.6142,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,1066.0983,mouse_continue,17.4846,,0,16,16,16,1,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1066.0993,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,1102.2681,mouse_continue,36.1688,,0,17,17,17,1,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1102.2698,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,1117.0683,mouse_continue,14.7988,,0,18,18,18,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1117.0714,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,1143.5719,mouse_continue,26.5015,,0,19,19,19,1,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1143.574,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,1156.2369,mouse_continue,12.6638,,0,20,20,20,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1156.2393,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,1176.2092,mouse_continue,19.9704,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1176.212,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,1185.1493,mouse_continue,8.9377,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1185.152,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1200.7948,mouse_continue,15.6438,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1200.7966,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,1211.2615,mouse_continue,10.4655,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1211.264,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1238.23,mouse_continue,26.9665,,0,25,25,25,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1238.2322,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,1246.1307,mouse_continue,7.8993,,0,26,26,26,1,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1246.1325,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,1270.5003,mouse_continue,24.3679,,0,27,27,27,1,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1270.5033,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,1276.7839,mouse_continue,6.2817,,0,28,28,28,1,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1276.7856,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,1289.4804,mouse_continue,12.6948,,0,29,29,29,1,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1289.4854,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,1303.6462,mouse_continue,14.1631,,0,30,30,30,1,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1303.6484,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,1313.0366,mouse_continue,9.3888,,0,31,31,31,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1313.0395,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,1321.3103,mouse_continue,8.2716,,0,32,32,32,1,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1321.3129,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,1334.6665,mouse_continue,13.3544,,0,33,33,33,1,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1334.6692,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,1354.5799,mouse_continue,19.9114,,0,34,34,34,1,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1354.5816,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,1363.3524,mouse_continue,8.771,,0,35,35,35,1,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1363.3558,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,1375.8933,mouse_continue,12.5388,,0,36,36,36,1,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1375.8951,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,1387.9496,mouse_continue,12.055,,0,37,37,37,1,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1387.9529,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,1406.3799,mouse_continue,18.4281,,0,38,38,38,1,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1406.3823,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,1427.9849,mouse_continue,21.6033,,0,39,39,39,1,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1427.9864,1,SBJ-N5-JUMP-INTR-LOC-N4.mp4,LOC-N4-JUMP-INTR-SBJ-N5.mp3,1439.3814,mouse_continue,11.3951,,0,40,40,40,1,1,SBJ-N5-JUMP-INTR-LOC-N4.mp4,LOC-N4-JUMP-INTR-SBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
,,,,,,,,,,,,1439.384,1,OBJ-N5-Ab-SBJ-N1-PUSH-TR.mp4,PUSH-TR-Ab-SBJ-N1-OBJ-N5.mp3,1448.2818,mouse_continue,8.8985,,0,41,41,41,1,1,OBJ-N5-Ab-SBJ-N1-PUSH-TR.mp4,PUSH-TR-Ab-SBJ-N1-OBJ-N5.mp3,ALP1205,1,2026-05-21_13h37.58.258,BrocantoHPilot1MorphSession1,2025.2.4,Win32,120.4819277
